rowID.x,treatment,wordCount,cluster,enviroCharity,age,female,region,edu_n,inc,poli_n,voteD,voteR,PEBs,time,intent,warmGlow,ccIndex,enviroID,id_enviro,cc_Seriousness,cc_harmTime,cc_personalHarm,cc_cause,wg_good,wg_positive,cc_humancause,cc_denial,control,extrinsic,intrinsic,after
61,2,135,Most Concerned,1,36,0,Midwest,2,125,1,1,0,0.5270568778268374,1,0.6268411056320082,0.9444193023724641,1.9046564400549733,0.7922269651231223,6,4,4,3,3,7,6,1,0,0,0,1,0
61,2,135,Most Concerned,1,36,0,Midwest,2,125,1,1,0,0.5781956027995427,2,0.9053325281730381,0.9863040712854125,1.7395179673721841,0.7849585919813776,5,4,4,3,3,6,7,1,0,0,0,1,1
62,1,52,Most Concerned,1,31,0,Midwest,2,12.5,0,0,0,-0.3148323973541488,1,0.057863799573409425,1.6492795615012592,0.8411075507476757,0.9910130080779666,7,4,3,3,3,7,7,1,0,0,1,0,0
62,1,52,Most Concerned,1,31,0,Midwest,2,12.5,0,0,0,-0.16995648402735808,2,0.035287721848192066,1.6695415869720311,1.738602314892169,0.7849585919813776,5,4,3,4,3,7,7,1,0,0,1,0,1
63,1,86,Most Engaged,1,30,0,South,5,62.5,1,1,0,1.0520320210677905,1,0.8371127781220599,0.21784312256050406,0.6828446069961438,0.09297504558740152,6,3,3,4,3,6,6,1,0,0,1,0,0
63,1,86,Most Engaged,1,30,0,South,5,62.5,1,1,0,0.9614786492378481,2,0.9436790988808783,1.6695415869720311,0.6407205385391871,0.39631018613897817,6,3,3,4,3,7,7,1,0,0,1,0,1
64,0,94,Doubtful and Dismissive,0,28,1,South,3,32.5,-2,0,1,-0.38422385022562905,1,0.04723511623032264,-0.48701713656829093,-5.589086191481239,-1.7534465716102476,3,1,2,1,2,6,5,0,0,1,0,0,0
64,0,94,Doubtful and Dismissive,0,28,1,South,3,32.5,-2,0,1,-0.06544414455439557,2,0.18314634146821152,-0.37152509773682985,-6.741163551680982,-1.797934994434837,3,1,1,1,2,5,6,0,0,1,0,0,1
65,2,35,Most Engaged,1,30,0,West,5,12.5,2,1,0,0.5486499897031208,1,0.11319775319524493,1.6492795615012592,2.8830276443883776,0.45789714615145105,7,4,4,4,3,7,7,1,0,0,0,1,0
65,2,35,Most Engaged,1,30,0,West,5,12.5,2,1,0,0.41941906452780403,2,0.3988883241764556,1.6695415869720311,1.738602314892169,0.9969647194901499,7,4,3,4,3,7,7,1,0,0,0,1,1
66,2,69,Doubtful and Dismissive,0,49,0,South,5,125,-2,0,1,-0.46105731476249323,1,-0.8878928786116851,-2.6450297553210063,-6.652635080788536,-0.6409613612496824,6,1,1,1,1,4,4,0,1,0,0,1,0
66,2,69,Doubtful and Dismissive,0,49,0,South,5,125,-2,0,1,-0.27374808365260145,2,-0.5736711991704193,-5.11960425813918,-6.741163551680982,-1.0110529323441697,6,1,1,1,1,2,2,0,1,0,0,1,1
67,0,97,Most Concerned,0,34,1,West,4,87.5,-1,0,1,0.32245448370635743,1,0.5430307553979026,1.6492795615012592,2.8830276443883776,0.8810796087775415,6,4,4,4,3,7,7,1,0,1,0,0,0
67,0,97,Most Concerned,0,34,1,West,4,87.5,-1,0,1,0.2430270233752371,2,0.2756066727281397,1.6695415869720311,1.738602314892169,0.7007221912827845,6,4,3,4,3,7,7,1,0,1,0,0,1
68,0,1,Most Engaged,0,25,0,South,5,87.5,2,1,0,0.23076940753192432,1,-0.8194335566400364,-3.3498900144498016,-2.3374466909779623,-0.8041644299520896,6,3,2,2,1,4,3,0,1,1,0,0,0
68,0,1,Most Engaged,0,25,0,South,5,87.5,2,1,0,-0.11378126562887368,2,-0.2501388376285049,-1.7207084044080774,-3.56956608230633,-0.2990541598230502,6,2,1,3,2,5,4,0,0,1,0,0,1
69,1,168,Most Concerned,1,46,1,South,2,62.5,0,0,0,-0.45928643021579996,1,-0.38389732893226475,1.6492795615012592,1.9046564400549733,0.7711462094771167,5,4,4,3,3,7,7,1,0,0,1,0,0
69,1,168,Most Concerned,1,46,1,South,2,62.5,0,0,0,-0.5402845626933213,2,-0.2997787269734615,-0.36287923538583505,1.7395179673721841,0.7849585919813776,5,4,4,3,3,6,5,1,0,0,1,0,1
70,0,95,Most Concerned,0,26,1,Midwest,2,32.5,2,1,0,-0.2795022745650111,1,0.0601774143800799,0.9444193023724641,-1.4321607454221965,0.10776773242677144,5,2,3,3,3,7,6,1,0,1,0,0,0
70,0,95,Most Concerned,0,26,1,Midwest,2,32.5,2,1,0,0.1413704680580708,2,-0.3107420475489802,-2.395300057743701,-2.53179258331548,-0.4862389648989238,5,2,2,3,3,5,3,1,0,1,0,0,1
71,2,29,Most Concerned,1,38,0,South,5,125,0,0,0,-0.27856029611987526,1,-0.5565351103737075,0.21784312256050406,-1.4321607454221965,-0.19042805973161,5,2,3,3,0,6,6,0,0,0,0,1,0
71,2,29,Most Concerned,1,38,0,South,5,125,0,0,0,0.17169275494508765,2,-0.10975461997635572,0.31171241794978877,-0.39613730797164787,-0.13620516292656315,5,3,3,3,3,6,6,1,0,0,0,1,1
72,1,154,Most Concerned,1,20,1,West,3,62.5,2,1,0,-0.020166925689993585,1,0.3542607881434143,0.21784312256050406,2.8830276443883776,0.2666431397473511,5,4,4,4,3,6,6,1,0,0,1,0,0
72,1,154,Most Concerned,1,20,1,West,3,62.5,2,1,0,0.018857560377381094,2,0.20440486465694419,1.6695415869720311,2.776375813883019,0.09298609676677913,6,4,4,4,3,7,7,1,0,0,1,0,1
73,2,49,Most Engaged,1,56,1,South,5,62.5,1,1,0,0.5852844028448905,1,1.0239017654137135,1.6492795615012592,0.768022291970037,-0.44965234228548645,5,3,4,3,3,7,7,1,0,0,0,1,0
73,2,49,Most Engaged,1,56,1,South,5,62.5,1,1,0,1.0298601723601477,2,1.0933728669043496,1.6695415869720311,2.776375813883019,0.12556533655947638,6,4,4,4,3,7,7,1,0,0,0,1,1
74,1,36,Most Concerned,1,48,1,South,3,62.5,-2,0,1,-0.04743534909947101,1,0.02772094271935594,1.6492795615012592,2.8830276443883776,0.26039795466298454,6,4,4,4,3,7,7,1,0,0,1,0,0
74,1,36,Most Concerned,1,48,1,South,3,62.5,-2,0,1,0.18857784010329925,2,0.4610046587798172,1.6695415869720311,2.776375813883019,0.16277674605056733,6,4,4,4,3,7,7,1,0,0,1,0,1
75,0,11,Most Engaged,0,32,0,South,5,62.5,-2,0,1,0.22717440317618007,1,-0.1827904782154578,-1.213593316380251,-1.1156348579191329,-0.2504374412598514,7,4,3,1,3,5,5,1,0,1,0,0,0
75,0,11,Most Engaged,0,32,0,South,5,62.5,-2,0,1,0.28468738515445424,2,-0.0019350920169048033,0.31171241794978877,-1.49401908432463,-0.8866900223556647,6,2,3,3,2,6,6,0,0,1,0,0,1
76,1,34,Most Engaged,0,37,0,West,5,62.5,2,1,0,0.25529781925304057,1,0.42268383895252865,0.9227033816892992,1.81947875508108,0.1122852246593412,7,4,3,4,2,6,7,0,0,0,1,0,0
76,1,34,Most Engaged,0,37,0,West,5,62.5,2,1,0,-0.018704323489665792,2,0.4570225211459906,0.9863040712854125,1.738602314892169,-0.23908445247386076,7,4,3,4,2,6,7,0,0,0,1,0,1
77,2,52,Doubtful and Dismissive,0,30,0,Northeast,2,62.5,-2,0,1,-0.9193318824536086,1,-1.1622697676475247,-4.781326453390557,-6.652635080788536,-1.9019118205101824,3,1,1,1,2,3,2,0,0,0,0,1,0
77,2,52,Doubtful and Dismissive,0,30,0,Northeast,2,62.5,-2,0,1,-0.9858350239844498,2,-1.1931677385542467,-5.11960425813918,-6.741163551680982,-2.0979631004994594,2,1,1,1,2,2,2,0,0,0,0,1,1
78,2,28,Doubtful and Dismissive,1,36,0,Northeast,5,32.5,-2,0,1,-0.62983138289982,1,-0.9555766158278536,-2.6450297553210063,-3.374165756084747,-1.4554406103026083,1,2,0,1,2,4,4,0,0,0,0,1,0
78,2,28,Doubtful and Dismissive,1,36,0,Northeast,5,32.5,-2,0,1,-0.5809593355536022,2,-0.583906711712534,-5.11960425813918,-3.568650429826315,-1.2835838098150745,1,2,2,2,2,2,2,0,0,0,0,1,1
79,0,4,Most Engaged,0,30,0,South,5,32.5,-2,0,1,0.9741649347846731,1,0.41553509101745845,0.23955904324366906,1.81947875508108,-0.24738582941019735,7,4,3,4,2,7,5,0,0,1,0,0,0
79,0,4,Most Engaged,0,30,0,South,5,32.5,-2,0,1,-0.21565588271085687,2,0.15591315175551784,0.9863040712854125,1.738602314892169,-0.03704233640653992,7,4,3,4,3,6,7,1,0,1,0,0,1
80,0,105,Most Concerned,0,49,0,Midwest,3,32.5,2,1,0,0.034594178045971834,1,0.7036080611405693,1.6492795615012592,2.8830276443883776,-1.1926500054134852,7,4,4,4,3,7,7,1,0,1,0,0,0
80,0,105,Most Concerned,0,49,0,Midwest,3,32.5,2,1,0,0.3363129550851362,2,0.7570761403712879,1.6695415869720311,2.776375813883019,0.7062481548893138,7,4,4,4,3,7,7,1,0,1,0,0,1
81,1,129,Most Engaged,1,39,0,Northeast,5,87.5,1,1,0,0.3246376230874287,1,0.0364364345401069,0.21784312256050406,-1.359075486644558,-0.21131898452687342,6,3,2,3,3,6,6,1,0,0,1,0,0
81,1,129,Most Engaged,1,39,0,Northeast,5,87.5,1,1,0,-0.08476873744357974,2,0.16575941214639697,0.31171241794978877,-1.433910806962498,-0.05395939205076854,6,3,2,3,3,6,6,1,0,0,1,0,1
82,2,84,Most Concerned,1,35,0,Northeast,6,125,2,1,0,-0.06883506739646467,1,-0.11947945802804247,0.21784312256050406,0.8411075507476757,0.24812513957669793,6,4,3,3,3,6,6,1,0,0,0,1,0
82,2,84,Most Concerned,1,35,0,Northeast,6,125,2,1,0,-0.16263679536488,2,-0.012856379245178701,0.31171241794978877,0.7017444683813342,0.38997934937542744,5,4,3,3,3,6,6,1,0,0,0,1,1
83,2,155,Most Concerned,1,35,1,South,5,125,NA,NA,NA,0.08705882198700408,1,0.20647248785905356,0.21784312256050406,-1.359075486644558,0.1795768135840739,5,3,2,3,3,6,6,1,0,0,0,1,0
83,2,155,Most Concerned,1,35,1,South,5,125,NA,NA,NA,0.2154776271977459,2,0.3523867245066061,0.9863040712854125,-1.433910806962498,0.5802188138284067,5,3,2,3,3,6,7,1,0,0,0,1,1
84,0,140,Most Concerned,0,29,0,South,2,32.5,2,1,0,-0.33300503805917697,1,0.3475697005480575,-1.213593316380251,1.81947875508108,0.34026343655740526,5,4,3,4,3,5,5,1,0,1,0,0,0
84,0,140,Most Concerned,0,29,0,South,2,32.5,2,1,0,0.05993020474907083,2,0.25985666221441145,1.6695415869720311,2.776375813883019,-0.17067719164788903,5,4,4,4,3,7,7,1,0,1,0,0,1
85,2,99,Most Concerned,1,43,0,South,3,62.5,2,1,0,0.03575984584261623,1,0.5089634201126587,1.6492795615012592,1.9046564400549733,0.6741857240726893,6,4,4,3,3,7,7,1,0,0,0,1,0
85,2,99,Most Concerned,1,43,0,South,3,62.5,2,1,0,0.2509065353994808,2,0.38949487388692733,1.6695415869720311,2.776375813883019,0.40745995424620673,6,4,4,4,3,7,7,1,0,0,0,1,1
86,1,39,Most Concerned,1,21,0,Northeast,2,12.5,2,1,0,-0.1596405972423772,1,-1.2063610889177525,-6.939339072143271,1.81947875508108,0.5723601665222725,4,4,3,4,3,1,1,1,0,0,1,0,0
86,1,39,Most Concerned,1,21,0,Northeast,2,12.5,2,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
87,1,47,Most Concerned,1,25,0,South,5,200,2,1,0,-0.23852920333872346,1,-0.5265868380989639,0.21784312256050406,2.8830276443883776,0.9021603644235473,7,4,4,4,3,6,6,1,0,0,1,0,0
87,1,47,Most Concerned,1,25,0,South,5,200,2,1,0,-0.22040237166471582,2,-0.4329787222613916,-1.0461167510724536,2.776375813883019,0.8909616557357637,6,4,4,4,3,5,5,1,0,0,1,0,1
88,2,57,Most Concerned,1,35,1,West,5,32.5,2,1,0,-0.06887549097487335,1,0.5049427196192215,0.21784312256050406,-1.2738978016706648,-0.006236315474772763,6,3,3,2,3,6,6,1,0,0,0,1,0
88,2,57,Most Concerned,1,35,1,West,5,32.5,2,1,0,0.029475914953690507,2,0.41599212649184786,0.31171241794978877,-0.39613730797164787,-0.3016233049466438,6,3,3,3,3,6,6,1,0,0,0,1,1
89,0,97,Most Engaged,0,41,0,Midwest,3,32.5,1,1,0,0.29718502678072517,1,0.22830859921441587,1.6492795615012592,1.7463934963034413,0.5005176299127396,7,3,4,4,3,7,7,1,0,1,0,0,0
89,0,97,Most Engaged,0,41,0,Midwest,3,32.5,1,1,0,0.378963318371295,2,0.23841551976796435,-2.4039459200946958,0.7017444683813342,-0.013961399722913338,7,4,3,3,3,4,4,1,0,1,0,0,1
90,2,45,Doubtful and Dismissive,1,31,0,Midwest,5,87.5,-2,0,1,-0.22182060712015922,1,-0.9392048744536958,-1.9184535755090462,-2.410531949755601,-0.2395170148802378,7,2,3,2,2,5,4,0,0,0,0,1,0
90,2,45,Doubtful and Dismissive,1,31,0,Midwest,5,87.5,-2,0,1,-0.5180175229923487,2,-0.6735503769844616,-1.0461167510724536,-2.488082147371925,-0.4949630709188597,3,2,0,2,1,5,5,0,1,0,0,1,1
91,1,44,Most Engaged,0,30,0,Midwest,5,32.5,-2,0,1,0.7945198200147815,1,0.3117365449653695,0.9444193023724641,1.7463934963034413,-0.0611844813592454,7,3,4,4,2,7,6,0,0,0,1,0,0
91,1,44,Most Engaged,0,30,0,Midwest,5,32.5,-2,0,1,0.3293209809546203,2,0.32095208734265346,0.9949499336364073,2.776375813883019,-0.2628417453524523,7,4,4,4,3,7,6,1,0,0,1,0,1
92,2,65,Most Concerned,1,25,0,Northeast,5,32.5,2,1,0,0.058028584490180515,1,0.640561086305073,1.6492795615012592,-1.200812542893026,0.040091496057139527,3,4,2,2,3,7,7,1,0,0,0,1,0
92,2,65,Most Concerned,1,25,0,Northeast,5,32.5,2,1,0,0.26050766284132587,2,0.5241840239406433,0.9863040712854125,-0.3360290306095159,-0.15675539324869248,3,4,2,3,3,6,7,1,0,0,0,1,1
93,0,126,Doubtful and Dismissive,0,39,1,South,2,87.5,-1,0,1,0.1894299341144637,1,0.1038852832770243,-1.213593316380251,-2.3374466909779623,-1.130671744140078,5,3,2,2,2,5,5,0,0,1,0,0,0
93,0,126,Doubtful and Dismissive,0,39,1,South,2,87.5,-1,0,1,0.047325240365544495,2,0.13045827499292928,-1.0461167510724536,-3.568650429826315,-1.2054802005585445,2,2,2,2,2,5,5,0,0,1,0,0,1
94,2,20,Doubtful and Dismissive,1,22,0,Northeast,5,32.5,1,1,0,-0.5303626982373718,1,-0.22569010328346448,0.21784312256050406,-1.359075486644558,-0.012722772422771523,5,3,2,3,3,6,6,1,0,0,0,1,0
94,2,20,Doubtful and Dismissive,1,22,0,Northeast,5,32.5,1,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
95,1,156,Most Concerned,1,33,0,West,5,62.5,2,1,0,0.3139608366798435,1,0.41283072015044225,0.9227033816892992,1.9046564400549733,0.5753625820026202,7,4,4,3,3,6,7,1,0,0,1,0,0
95,1,156,Most Concerned,1,33,0,West,5,62.5,2,1,0,0.295722496088098,2,0.3928329468347732,0.9949499336364073,1.7395179673721841,0.49976799098707086,6,4,4,3,3,7,6,1,0,0,1,0,1
96,2,70,Doubtful and Dismissive,1,24,0,Midwest,5,32.5,-2,0,1,0.07895101745053217,1,0.16171855931278226,-4.803042374073722,-2.580887319703387,-1.5601828158888345,2,2,1,4,1,2,3,0,1,0,0,1,0
96,2,70,Doubtful and Dismissive,1,24,0,Midwest,5,32.5,-2,0,1,0.2392227685552234,2,0.16027104484509286,-0.36287923538583505,-0.3952216554916327,0.09729562763964478,7,3,4,2,3,6,5,1,0,0,0,1,1
97,0,100,Doubtful and Dismissive,0,37,0,South,5,125,NA,NA,NA,-0.8567991802403088,1,-1.3900161388919374,-4.0547502735785965,-6.652635080788536,-1.4929868786028833,3,1,1,1,0,4,2,0,0,1,0,0,0
97,0,100,Doubtful and Dismissive,0,37,0,South,5,125,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1
98,1,121,Most Concerned,1,28,0,South,2,12.5,2,1,0,0.18409663132546297,1,0.3254419565968326,0.21784312256050406,1.81947875508108,0.8810796087775415,6,4,3,4,3,6,6,1,0,0,1,0,0
98,1,121,Most Concerned,1,28,0,South,2,12.5,2,1,0,0.24386932157485997,2,0.563984959333875,0.31171241794978877,0.7017444683813342,0.7885917666592783,6,4,3,3,3,6,6,1,0,0,1,0,1
99,2,53,Most Engaged,1,38,0,South,6,62.5,-1,0,1,0.3912599743901398,1,0.17738363804082924,0.9227033816892992,-1.359075486644558,0.006587406649168154,6,3,2,3,1,6,7,0,1,0,0,1,0
99,2,53,Most Engaged,1,38,0,South,6,62.5,-1,0,1,0.29621518147374953,2,0.31410704890970254,0.9863040712854125,-0.39705296045166305,-0.07580042331287952,6,3,2,4,3,6,7,1,0,0,0,1,1
100,2,85,Most Concerned,1,41,1,Midwest,5,125,2,1,0,0.2003371334084647,1,0.19656945527609224,1.6492795615012592,2.8830276443883776,0.9910130080779666,7,4,4,4,3,7,7,1,0,0,0,1,0
100,2,85,Most Concerned,1,41,1,Midwest,5,125,2,1,0,0.253571940413981,2,0.20147326981371558,1.6695415869720311,2.776375813883019,0.9969647194901499,7,4,4,4,3,7,7,1,0,0,0,1,1
101,1,119,Most Concerned,1,43,1,South,5,62.5,0,0,0,-0.8305251686210967,1,-1.02763567538773,0.21784312256050406,2.8830276443883776,0.16074693359581507,5,4,4,4,3,6,6,1,0,0,1,0,0
101,1,119,Most Concerned,1,43,1,South,5,62.5,0,0,0,-0.7870525057668344,2,-0.6001258743252823,-1.0461167510724536,2.776375813883019,0.29030712238459205,5,4,4,4,3,5,5,1,0,0,1,0,1
102,0,120,Most Engaged,0,55,1,South,5,62.5,2,1,0,0.03962512018943998,1,-0.246860467703421,-0.48701713656829093,1.81947875508108,-0.5695156009228756,5,4,3,4,3,6,5,1,0,1,0,0,0
102,0,120,Most Engaged,0,55,1,South,5,62.5,2,1,0,0.5693905211686617,2,0.3584699541431301,-1.7466459914610617,-0.33694468308953107,0.24528731354468464,7,4,1,4,3,2,7,1,0,1,0,0,1
103,2,190,Most Concerned,1,24,1,South,2,32.5,2,1,0,0.11607820009664754,1,0.1502140903148296,0.21784312256050406,2.8830276443883776,0.8810796087775415,6,4,4,4,3,6,6,1,0,0,0,1,0
103,2,190,Most Concerned,1,24,1,South,2,32.5,2,1,0,0.06500025080647207,2,0.3018091014166875,1.6695415869720311,2.776375813883019,0.8011992914306413,6,4,4,4,3,7,7,1,0,0,0,1,1
104,1,93,Most Concerned,1,26,0,West,5,87.5,1,1,0,-0.7303261522119395,1,-1.5754431721381297,-2.6450297553210063,0.8411075507476757,0.33141261227541696,1,4,3,3,3,4,4,1,0,0,1,0,0
104,1,93,Most Concerned,1,26,0,West,5,87.5,1,1,0,-1.0126982860251736,2,-1.27316667418744,1.6695415869720311,-0.3351133781295007,0.5729524644726053,3,4,3,2,3,7,7,1,0,0,1,0,1
105,2,38,Doubtful and Dismissive,0,51,1,South,2,32.5,2,1,0,-0.10913974585756596,1,-0.20058123369983794,-1.213593316380251,-2.495709634729494,-0.9444596409154649,5,2,2,3,2,5,5,0,0,0,0,1,0
105,2,38,Doubtful and Dismissive,0,51,1,South,2,32.5,2,1,0,-0.1891555934912231,2,-0.001047950803916507,0.31171241794978877,-0.39613730797164787,-0.3107824432310738,4,3,3,3,2,6,6,0,0,0,0,1,1
106,2,176,Most Concerned,1,35,0,Midwest,5,32.5,1,1,0,-0.22873203987076923,1,0.031106863730642958,1.6492795615012592,1.9046564400549733,0.5175611924098564,7,4,4,3,3,7,7,1,0,0,0,1,0
106,2,176,Most Concerned,1,35,0,Midwest,5,32.5,1,1,0,0.029287415709215097,2,0.19298924187722613,1.6695415869720311,1.7395179673721841,0.6272005264269257,7,4,4,3,3,7,7,1,0,0,0,1,1
107,1,127,Most Concerned,1,40,0,South,6,62.5,1,1,0,-0.6661937215444685,1,-0.6679889324169566,1.6492795615012592,2.8830276443883776,0.4964804367638508,6,4,4,4,3,7,7,1,0,0,1,0,0
107,1,127,Most Concerned,1,40,0,South,6,62.5,1,1,0,-0.6743313612295068,2,-0.6574173157917761,1.6695415869720311,2.776375813883019,0.5104827268298052,6,4,4,4,3,7,7,1,0,0,1,0,1
108,1,83,Most Concerned,1,60,1,Northeast,6,32.5,2,1,0,0.29760787855869214,1,0.6301727546095982,1.6492795615012592,2.8830276443883776,0.48002348140020223,6,4,4,4,3,7,7,1,0,0,1,0,0
108,1,83,Most Concerned,1,60,1,Northeast,6,32.5,2,1,0,0.29632304993560055,2,0.49634948782653543,1.6695415869720311,2.776375813883019,0.6002450911349276,6,4,4,4,3,7,7,1,0,0,1,0,1
109,1,116,Doubtful and Dismissive,1,49,1,South,4,125,-1,0,1,-0.6114958065536096,1,-0.7326868737881225,0.21784312256050406,-3.474080839062898,-0.3323875392192639,3,2,2,2,2,6,6,0,0,0,1,0,0
109,1,116,Doubtful and Dismissive,1,49,1,South,4,125,-1,0,1,-0.8233193383038682,2,-1.1265931082225304,0.31171241794978877,-1.433910806962498,-0.28285910251591756,3,3,2,3,2,6,6,0,0,0,1,0,1
110,0,86,Most Engaged,0,34,0,South,2,62.5,-1,0,1,0.5586204646209533,1,0.5649992483044481,0.9227033816892992,-1.359075486644558,0.24674278199473718,7,3,2,3,0,6,7,0,0,1,0,0,0
110,0,86,Most Engaged,0,34,0,South,2,62.5,-1,0,1,0.4641021050937191,2,0.46218775291971753,0.9949499336364073,-1.433910806962498,-0.3129015900159288,6,3,2,3,0,7,6,0,0,1,0,0,1
111,1,146,Doubtful and Dismissive,0,32,0,South,2,125,-2,0,1,-0.07430484365144564,1,-0.30421003814700004,-2.6450297553210063,-6.652635080788536,-1.5071008782172095,4,1,1,1,1,4,4,0,1,0,1,0,0
111,1,146,Doubtful and Dismissive,0,32,0,South,2,125,-2,0,1,-0.09062234513678627,2,-0.4300261578174349,-2.4039459200946958,-6.741163551680982,-1.9404313928012342,2,1,1,1,1,4,4,0,1,0,1,0,1
112,0,57,NA,0,36,1,Midwest,2,87.5,-2,0,1,0.37269082451571073,1,-0.3345108572237755,-0.48701713656829093,-2.410531949755601,-0.10750872134395167,7,2,3,2,2,6,5,0,0,1,0,0,0
112,0,57,NA,0,36,1,Midwest,2,87.5,-2,0,1,0.5961722972484808,2,0.02418718829641276,0.9863040712854125,-1.49401908432463,-0.49472174698838894,3,2,3,3,2,6,7,0,0,1,0,0,1
113,2,122,Most Concerned,1,23,1,Northeast,5,125,2,1,0,0.10327411189799023,1,0.0718436836814055,1.6492795615012592,2.8830276443883776,0.9910130080779666,7,4,4,4,3,7,7,1,0,0,0,1,0
113,2,122,Most Concerned,1,23,1,Northeast,5,125,2,1,0,0.1400470058207979,2,0.10548623703182299,1.6695415869720311,2.776375813883019,0.9969647194901499,7,4,4,4,3,7,7,1,0,0,0,1,1
114,0,36,Most Engaged,0,30,0,West,5,62.5,2,1,0,0.10045975687410462,1,0.3273467035810254,0.9227033816892992,-0.2955265973372605,-0.3123009221631137,6,3,3,3,3,6,7,1,0,1,0,0,0
114,0,36,Most Engaged,0,30,0,West,5,62.5,2,1,0,0.3771625991734161,2,0.02887119405451031,0.31171241794978877,-0.39613730797164787,-0.2771896558730873,6,3,3,3,3,6,6,1,0,1,0,0,1
115,0,1,Most Concerned,0,35,0,South,5,87.5,1,1,0,0.20423866680971886,1,0.23799275350327415,1.6492795615012592,2.8830276443883776,0.813307720769128,7,4,4,4,3,7,7,1,0,1,0,0,0
115,0,1,Most Concerned,0,35,0,South,5,87.5,1,1,0,0.5095339974875126,2,0.21880843940885902,1.6695415869720311,2.776375813883019,0.9072023551850275,7,4,4,4,3,7,7,1,0,1,0,0,1
116,2,100,Most Concerned,1,27,0,South,2,12.5,2,1,0,0.2870416351837606,1,0.27234092017510003,-0.48701713656829093,2.8830276443883776,0.9021603644235473,7,4,4,4,3,6,5,1,0,0,0,1,0
116,2,100,Most Concerned,1,27,0,South,2,12.5,2,1,0,0.1556337934718809,2,0.22240097967734054,-1.0461167510724536,2.776375813883019,0.9969647194901499,7,4,4,4,3,5,5,1,0,0,0,1,1
117,2,49,Most Concerned,1,42,0,Northeast,2,87.5,2,1,0,-0.7368431337588471,1,-0.9858130862382709,1.6492795615012592,-1.200812542893026,0.47191563965019406,7,4,2,2,3,7,7,1,0,0,0,1,0
117,2,49,Most Concerned,1,42,0,Northeast,2,87.5,2,1,0,-0.637226866082758,2,-0.7396694931481443,1.6695415869720311,0.7017444683813342,0.605771054741457,7,4,3,3,3,7,7,1,0,0,0,1,1
118,1,11,Most Engaged,1,29,0,Northeast,6,125,2,1,0,-0.045060329110031196,1,-0.8155122721351912,-1.9184535755090462,-4.525537302173941,-0.6912821553045919,5,1,3,1,3,5,4,1,0,0,1,0,0
118,1,11,Most Engaged,1,29,0,Northeast,6,125,2,1,0,0.015414644092949105,2,-0.343145974349312,-1.7207084044080774,-4.665616553699282,-0.6723123815153383,4,1,3,1,2,5,4,0,0,0,1,0,1
119,2,47,Doubtful and Dismissive,1,36,0,South,3,32.5,0,0,0,-0.9790457208927519,1,-1.0676387042550683,-1.9401694961922111,-2.3374466909779623,-0.7746817927759311,2,3,2,2,2,4,5,0,0,0,0,1,0
119,2,47,Doubtful and Dismissive,1,36,0,South,3,32.5,0,0,0,-1.1102869356892806,2,-1.257721871725531,-1.0461167510724536,-2.470768653473333,-0.5009240667898832,2,3,2,2,2,5,5,0,0,0,0,1,1
120,2,50,Most Concerned,1,28,1,Midwest,2,32.5,-1,0,1,0.04491047412608815,1,0.38576587474376767,1.6492795615012592,0.7559298657737825,0.6491812669540373,6,4,2,4,3,7,7,1,0,0,0,1,0
120,2,50,Most Concerned,1,28,1,Midwest,2,32.5,-1,0,1,0.26182060485899505,2,0.25514015056546907,1.6695415869720311,0.7017444683813342,0.7063459957834837,5,4,3,3,3,7,7,1,0,0,0,1,1
121,0,86,Doubtful and Dismissive,0,29,0,South,3,12.5,1,1,0,-0.5632987399257493,1,-0.4643882100666258,-1.213593316380251,-1.359075486644558,-0.5421382191796134,5,3,2,3,3,5,5,1,0,1,0,0,0
121,0,86,Doubtful and Dismissive,0,29,0,South,3,12.5,1,1,0,-0.6628462984242746,2,-0.6012723420400187,-1.0461167510724536,-1.433910806962498,-0.3220065795446203,6,3,2,3,3,5,5,1,0,1,0,0,1
122,1,50,Most Engaged,1,38,1,South,6,62.5,2,1,0,0.6703098329923929,1,0.11421367023094509,0.23955904324366906,2.8830276443883776,0.09120446901333551,6,4,4,4,2,7,5,0,0,0,1,0,0
122,1,50,Most Engaged,1,38,1,South,6,62.5,2,1,0,-0.324944572670996,2,0.3916992983260099,1.6695415869720311,1.781397098355709,0.19603234203822956,6,4,0,4,3,7,7,1,0,0,1,0,1
123,0,116,Most Concerned,0,33,0,South,6,87.5,2,1,0,0.09635271679322761,1,0.35201132282127695,1.6492795615012592,2.8830276443883776,0.6106494173545276,7,4,4,4,3,7,7,1,0,1,0,0,0
123,0,116,Most Concerned,0,33,0,South,6,87.5,2,1,0,0.3733522062709264,2,0.7975078747266834,1.6695415869720311,2.776375813883019,0.9072023551850275,7,4,4,4,3,7,7,1,0,1,0,0,1
124,1,79,Most Concerned,1,53,0,South,6,87.5,2,1,0,-0.6625487389901241,1,-0.3756964698455928,0.21784312256050406,-2.3374466909779623,0.4942295611061039,5,3,2,2,0,6,6,0,0,0,1,0,0
