rowID.x,treatment,wordCount,cluster,enviroCharity,age,female,region,edu_n,inc,poli_n,voteD,voteR,PEBs,time,intent,warmGlow,ccIndex,enviroID,id_enviro,cc_Seriousness,cc_harmTime,cc_personalHarm,cc_cause,wg_good,wg_positive,cc_humancause,cc_denial,control,extrinsic,intrinsic,after
124,1,79,Most Concerned,1,53,0,South,6,87.5,2,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
125,1,183,Most Concerned,1,30,0,Midwest,5,32.5,2,1,0,-0.05072996343756967,1,-0.3746697714935962,0.9227033816892992,1.9046564400549733,0.6887800227706962,6,4,4,3,3,6,7,1,0,0,1,0,0
125,1,183,Most Concerned,1,30,0,Midwest,5,32.5,2,1,0,-0.05611206217429149,2,-0.23076663422953772,0.31171241794978877,1.7395179673721841,0.5085899379011766,6,4,4,3,3,6,6,1,0,0,1,0,1
126,0,67,Doubtful and Dismissive,0,39,0,Midwest,2,12.5,2,1,0,-0.4837396262921052,1,-0.7344949717974403,-0.508733057251456,-1.2738978016706648,-0.15715082817381731,6,3,3,2,3,5,6,1,0,1,0,0,0
126,0,67,Doubtful and Dismissive,0,39,0,Midwest,2,12.5,2,1,0,-0.5063302165724884,2,-0.8274360557571945,-1.0461167510724536,-1.4329951544824828,-0.12142222014143392,6,3,3,2,3,5,5,1,0,1,0,0,1
127,1,99,Doubtful and Dismissive,1,42,1,Midwest,5,87.5,-1,0,1,-0.2981466505572008,1,-0.5968117569734984,-1.213593316380251,-2.3374466909779623,-0.9042742779653377,5,3,2,2,3,5,5,1,0,0,1,0,0
127,1,99,Doubtful and Dismissive,1,42,1,Midwest,5,87.5,-1,0,1,-0.2120779937275129,2,-0.4393811111951194,-1.7207084044080774,-0.3533425245081078,-0.38154125462931554,5,3,0,3,3,5,4,1,0,0,1,0,1
128,0,4,NA,0,21,0,Northeast,5,125,0,0,0,0.13450203047892617,1,-0.03582823857911569,-0.508733057251456,-1.4321607454221965,-0.3123009221631137,6,2,3,3,0,5,6,0,0,1,0,0,0
128,0,4,NA,0,21,0,Northeast,5,125,0,0,0,0.2883641749357293,2,-0.08202650222798895,-1.7207084044080774,-1.49401908432463,-0.6415713683660831,5,2,3,3,2,5,4,0,0,1,0,0,1
129,0,48,Most Engaged,0,30,0,West,6,62.5,-2,0,1,0.36743027591340344,1,0.30915460754332585,0.9444193023724641,1.81947875508108,-0.05508624340335192,7,4,3,4,3,7,6,1,0,1,0,0,0
129,0,48,Most Engaged,0,30,0,West,6,62.5,-2,0,1,0.3648983449228654,2,0.5239932774359918,1.6695415869720311,2.776375813883019,-0.11565493260443384,7,4,4,4,2,7,7,0,0,1,0,0,1
130,1,59,Most Concerned,0,50,0,South,2,32.5,-2,0,1,-0.13278706105909052,1,-0.05671858772434913,1.6492795615012592,0.926285235721569,-0.35407421446301984,5,4,4,2,3,7,7,1,0,0,1,0,0
130,1,59,Most Concerned,0,50,0,South,2,32.5,-2,0,1,0.06391717944724244,2,0.13005786449656095,1.6695415869720311,-0.3360290306095159,-0.3939074554702078,5,4,2,3,3,7,7,1,0,0,1,0,1
131,0,101,Most Concerned,0,25,0,Midwest,2,62.5,NA,NA,NA,-0.44303494295955503,1,-0.6013201808814204,1.6492795615012592,0.8411075507476757,0.7922269651231223,6,4,3,3,3,7,7,1,0,1,0,0,0
131,0,101,Most Concerned,0,25,0,Midwest,2,62.5,NA,NA,NA,-0.6456292501174093,2,-0.6546873121448875,1.6695415869720311,0.7026601208613492,0.8174399908799049,7,4,4,2,3,7,7,1,0,1,0,0,1
132,2,158,Most Concerned,1,26,1,Midwest,5,32.5,2,1,0,0.07292149292600433,1,0.3553325155421514,0.21784312256050406,2.8830276443883776,0.58533308041827,6,4,4,4,3,6,6,1,0,0,0,1,0
132,2,158,Most Concerned,1,26,1,Midwest,5,32.5,2,1,0,0.2233693824444283,2,0.3748823518011459,0.31171241794978877,2.776375813883019,0.6002450911349276,6,4,4,4,3,6,6,1,0,0,0,1,1
133,0,87,Most Engaged,0,37,0,Midwest,5,32.5,2,1,0,0.27748369679575136,1,0.3961868827660261,1.6492795615012592,2.8830276443883776,0.8810796087775415,6,4,4,4,3,7,7,1,0,1,0,0,0
133,0,87,Most Engaged,0,37,0,Midwest,5,32.5,2,1,0,0.4063794497065319,2,0.31093182722148904,0.9949499336364073,2.776375813883019,0.7849585919813776,5,4,4,4,3,7,6,1,0,1,0,0,1
134,2,116,Most Concerned,1,33,1,South,4,32.5,2,1,0,-0.1142266787314742,1,-0.02121678505731747,1.6492795615012592,2.8830276443883776,0.6612128101766918,4,4,4,4,3,7,7,1,0,0,0,1,0
134,2,116,Most Concerned,1,33,1,South,4,32.5,2,1,0,0.06597112065396457,2,0.14570917469539113,0.31171241794978877,2.776375813883019,0.6951962276762551,5,4,4,4,3,6,6,1,0,0,0,1,1
135,0,140,Doubtful and Dismissive,0,25,0,South,2,12.5,NA,NA,NA,-0.16687210196642838,1,-0.5244350079941429,-1.213593316380251,-4.452452043396303,-1.4045417664048514,5,2,2,1,2,5,5,0,0,1,0,0,0
135,0,140,Doubtful and Dismissive,0,25,0,South,2,12.5,NA,NA,NA,-0.3508370274154535,2,-0.4227631169845988,-2.4039459200946958,-4.60550827633715,-1.27306475576068,5,2,2,1,2,4,4,0,0,1,0,0,1
136,2,53,Most Concerned,1,47,0,South,5,62.5,2,1,0,0.8029808788756649,1,0.9884011877881516,1.6492795615012592,2.8830276443883776,0.7987134220711211,7,4,4,4,3,7,7,1,0,0,0,1,0
136,2,53,Most Concerned,1,47,0,South,5,62.5,2,1,0,0.7919568279939385,2,1.0272542677934327,1.6695415869720311,2.776375813883019,0.8174399908799049,7,4,4,4,3,7,7,1,0,0,0,1,1
137,2,22,Doubtful and Dismissive,1,47,0,South,3,32.5,2,1,0,-0.32435987605441463,1,-0.485752783703397,-1.213593316380251,-3.3158178953113664,0.175341232293822,5,3,2,1,3,5,5,1,0,0,0,1,0
137,2,22,Doubtful and Dismissive,1,47,0,South,3,32.5,2,1,0,-0.3789733054201579,2,-0.31419126019835597,-1.0461167510724536,-1.433910806962498,-0.07020009150003223,5,3,2,3,3,5,5,1,0,0,0,1,1
138,0,40,Most Engaged,0,35,0,Midwest,5,62.5,2,1,0,1.0404088925324224,1,0.676328958945361,1.6492795615012592,1.7463934963034413,-0.03862928803970337,7,3,4,4,3,7,7,1,0,1,0,0,0
138,0,40,Most Engaged,0,35,0,Midwest,5,62.5,2,1,0,1.178621413747004,2,0.7156789128545961,1.6695415869720311,2.776375813883019,0.06532755266994554,7,4,4,4,3,7,7,1,0,1,0,0,1
139,2,2,Doubtful and Dismissive,0,24,0,Midwest,5,62.5,2,1,0,-0.9801714623304725,1,-1.5127787602821725,-6.939339072143271,-2.17918374722643,0.9910130080779666,7,4,2,1,3,1,1,1,0,0,0,1,0
139,2,2,Doubtful and Dismissive,0,24,0,Midwest,5,62.5,2,1,0,-0.8128432628906093,2,-1.493128643017671,-6.477433427161423,-0.3360290306095159,0.360946336963833,1,4,2,3,3,1,1,1,0,0,0,1,1
140,1,119,Most Concerned,1,33,1,South,2,32.5,2,1,0,-0.5615407769741897,1,-0.605257174599149,0.21784312256050406,1.7463934963034413,0.09258682659529627,5,3,4,4,3,6,6,1,0,0,1,0,0
140,1,119,Most Concerned,1,33,1,South,2,32.5,2,1,0,-0.7741945407658088,2,-0.8539542564704,0.31171241794978877,2.776375813883019,0.12193216188157568,5,4,4,4,3,6,6,1,0,0,1,0,1
141,0,109,Doubtful and Dismissive,0,35,0,South,6,87.5,1,1,0,-0.5954542051753992,1,-0.9857852732441665,-2.6450297553210063,-5.589086191481239,-1.0773806631534288,6,1,2,1,1,4,4,0,1,1,0,0,0
141,0,109,Doubtful and Dismissive,0,35,0,South,6,87.5,1,1,0,-0.4886771452409482,2,-0.866882773662325,-2.4039459200946958,-3.568650429826315,-0.604923921630991,6,2,2,2,2,4,4,0,0,1,0,0,1
142,0,66,Most Engaged,0,20,0,South,3,125,2,1,0,0.5812892829481481,1,-0.14075732019894285,0.9444193023724641,0.768022291970037,-0.18633942556983116,6,3,4,3,3,7,6,1,0,1,0,0,0
142,0,66,Most Engaged,0,20,0,South,3,125,2,1,0,0.2614009523822099,2,-0.2416972082665254,0.31171241794978877,-1.4329951544824828,-0.7728005242794236,6,3,3,2,3,6,6,1,0,1,0,0,1
143,0,70,Most Concerned,0,31,0,South,5,62.5,NA,NA,NA,0.03780579171293436,1,-0.14552196235405637,1.6492795615012592,1.81947875508108,0.6206199157701774,6,4,3,4,3,7,7,1,0,1,0,0,0
143,0,70,Most Concerned,0,31,0,South,5,62.5,NA,NA,NA,-0.07887014613053654,2,-0.0817773450250708,1.6695415869720311,2.776375813883019,0.8909616557357637,6,4,4,4,3,7,7,1,0,1,0,0,1
144,1,150,Most Engaged,1,34,1,Northeast,5,62.5,2,1,0,0.11832666055774002,1,-0.1423720839581857,1.6492795615012592,1.81947875508108,0.6952664797186949,7,4,3,4,3,7,7,1,0,0,1,0,0
144,1,150,Most Engaged,1,34,1,Northeast,5,62.5,2,1,0,0.15720734139758297,2,-0.012296344215073423,0.31171241794978877,0.7017444683813342,0.6002450911349276,6,4,3,3,3,6,6,1,0,0,1,0,1
145,2,115,Doubtful and Dismissive,0,47,1,South,5,12.5,-2,0,1,-0.4726527982000072,1,-0.09397655038649098,-4.076466194261761,-2.395794551751343,-1.3499411804337984,3,2,0,2,1,3,3,0,1,0,0,1,0
145,2,115,Doubtful and Dismissive,0,47,1,South,5,12.5,-2,0,1,-0.46759149525269833,2,-0.4668845100562198,-1.0461167510724536,-2.488082147371925,-1.0690320098705606,3,2,0,2,2,5,5,0,0,0,0,1,1
146,0,12,Doubtful and Dismissive,0,48,1,Northeast,1,62.5,2,1,0,-0.4729536285656218,1,0.4500798152006771,0.21784312256050406,-0.2955265973372605,-0.6648953406039791,4,3,3,3,0,6,6,0,0,1,0,0,0
146,0,12,Doubtful and Dismissive,0,48,1,Northeast,1,62.5,2,1,0,0.04610257164634768,2,0.35284366247321225,0.31171241794978877,-1.4329951544824828,-0.43377693083600655,4,3,3,2,3,6,6,1,0,1,0,0,1
147,0,243,Doubtful and Dismissive,0,19,0,South,3,87.5,NA,NA,NA,-0.15735125036857703,1,-0.8368326960184781,-1.213593316380251,1.9046564400549733,-0.9332238481413029,4,4,4,3,3,5,5,1,0,1,0,0,0
147,0,243,Doubtful and Dismissive,0,19,0,South,3,87.5,NA,NA,NA,-0.41501006357972064,2,-0.07514157653159553,-1.0547626134234485,-2.470768653473333,-0.16921943498375458,5,3,2,2,3,4,6,1,0,1,0,0,1
148,1,112,Doubtful and Dismissive,0,41,0,West,5,125,NA,NA,NA,0.3026663939701914,1,-0.13321658965044514,-1.9401694961922111,-4.510799904169684,-2.1780327184327026,2,1,0,1,2,4,5,0,0,0,1,0,0
148,1,112,Doubtful and Dismissive,0,41,0,West,5,125,NA,NA,NA,0.15475762205892185,2,-0.01906594827530352,-1.0461167510724536,-6.741163551680982,-1.8784403795613596,3,1,1,1,2,5,5,0,0,0,1,0,1
149,0,116,Doubtful and Dismissive,0,24,0,South,5,62.5,-2,0,1,-0.9277288806750033,1,-1.4039229280699963,-6.939339072143271,-4.510799904169684,-2.7103013888978356,1,1,0,1,2,1,1,0,0,1,0,0,0
149,0,116,Doubtful and Dismissive,0,24,0,South,5,62.5,-2,0,1,-0.4109974179044144,2,-1.1460170248087354,-2.4039459200946958,-6.741163551680982,-2.6069624806168803,1,1,1,1,2,4,4,0,0,1,0,0,1
150,0,122,Most Concerned,0,29,1,West,2,32.5,0,0,0,-0.5665236938861614,1,0.36242115371753825,0.9444193023724641,1.81947875508108,0.6612128101766918,4,4,3,4,3,7,6,1,0,1,0,0,0
150,0,122,Most Concerned,0,29,1,West,2,32.5,0,0,0,-0.5269912616203216,2,0.14060531685068337,1.6695415869720311,1.738602314892169,0.5729524644726053,3,4,3,4,3,7,7,1,0,1,0,0,1
151,0,5,Most Engaged,0,32,0,Northeast,5,62.5,0,0,0,0.2141100869475132,1,0.35082408787475383,-0.508733057251456,-2.4226243759518553,0.08934181234769388,6,3,1,3,1,5,6,0,1,1,0,0,0
151,0,5,Most Engaged,0,32,0,Northeast,5,62.5,0,0,0,0.16479168160035262,2,0.425151243122348,0.9863040712854125,1.678494037530037,-0.4463694895331251,6,3,4,4,1,6,7,0,1,1,0,0,1
152,0,83,Most Engaged,0,30,1,Midwest,5,125,2,1,0,0.8363441298411981,1,0.9187742594073313,1.6492795615012592,2.8830276443883776,0.14654085388991342,6,4,4,4,3,7,7,1,0,1,0,0,0
152,0,83,Most Engaged,0,30,1,Midwest,5,125,2,1,0,0.447060689585368,2,0.5930638869928377,0.9949499336364073,2.776375813883019,0.3024469653692579,7,4,4,4,3,7,6,1,0,1,0,0,1
153,0,183,Most Engaged,0,25,0,Midwest,3,125,1,1,0,0.7741511016078265,1,-0.04242799083872904,0.21784312256050406,1.81947875508108,0.6887800227706962,6,4,3,4,3,6,6,1,0,1,0,0,0
153,0,183,Most Engaged,0,25,0,Midwest,3,125,1,1,0,0.17415554279336204,2,0.3780188538244417,1.6695415869720311,0.7008288159013191,0.9969647194901499,7,4,2,4,3,7,7,1,0,1,0,0,1
154,2,6,Most Engaged,1,24,0,Northeast,5,62.5,-2,0,1,0.4982541018141442,1,0.22107576431371265,1.6492795615012592,1.81947875508108,-0.5423366073209763,6,4,3,4,2,7,7,0,0,0,0,1,0
154,2,6,Most Engaged,1,24,0,Northeast,5,62.5,-2,0,1,0.2783203084905677,2,0.7156789128545961,1.6695415869720311,-1.555043014166777,-0.288188325960462,6,1,3,4,3,7,7,1,0,0,0,1,1
155,1,3,Most Engaged,1,30,0,Northeast,5,32.5,1,1,0,0.5966784660462686,1,0.46929414402052555,0.9444193023724641,1.7463934963034413,-0.2912201665171081,7,3,4,4,2,7,6,0,0,0,1,0,0
155,1,3,Most Engaged,1,30,0,Northeast,5,32.5,1,1,0,0.3467099838688761,2,0.20374659057595434,-0.37152509773682985,1.738602314892169,0.025764592606584518,6,4,3,4,2,5,6,0,0,0,1,0,1
156,2,45,Most Concerned,1,25,1,Northeast,2,62.5,0,0,0,-0.09214548049529914,1,0.49350000178658776,1.6492795615012592,-1.2738978016706648,0.6145216778142839,6,3,3,2,3,7,7,1,0,0,0,1,0
156,2,45,Most Concerned,1,25,1,Northeast,2,62.5,0,0,0,0.3165969703278317,2,0.7409037269904781,1.6695415869720311,2.776375813883019,0.6038782658128283,7,4,4,4,3,7,7,1,0,0,0,1,1
157,0,169,Most Concerned,0,26,0,Midwest,5,125,1,1,0,0.09291334043431984,1,-0.14919739609422583,-1.9184535755090462,-0.05208596861183534,0.7094725594245966,6,4,4,1,3,5,4,1,0,1,0,0,0
157,0,169,Most Concerned,0,26,0,Midwest,5,125,1,1,0,0.20431181724225803,2,0.15390722587963868,-1.0461167510724536,0.7026601208613492,0.4904564495232842,5,4,4,2,3,5,5,1,0,1,0,0,1
158,0,131,Most Engaged,0,45,1,South,4,12.5,2,1,0,0.7936767842018266,1,0.718697579988669,-1.213593316380251,2.8830276443883776,0.9910130080779666,7,4,4,4,3,5,5,1,0,1,0,0,0
158,0,131,Most Engaged,0,45,1,South,4,12.5,2,1,0,0.8590741474332496,2,0.8203788476789488,0.31171241794978877,2.776375813883019,0.9969647194901499,7,4,4,4,3,6,6,1,0,1,0,0,1
159,1,100,Doubtful and Dismissive,1,46,1,South,3,12.5,0,0,0,-0.5968692017154327,1,-0.5870469545826753,-1.213593316380251,0.855844948751934,-0.6403305434903225,3,4,0,3,0,5,5,0,0,0,1,0,0
159,1,100,Doubtful and Dismissive,1,46,1,South,3,12.5,0,0,0,-1.0063597554926687,2,-0.8886872855523918,-0.37152509773682985,0.0025792483744051077,-0.8267655436191582,2,0,0,3,0,5,6,0,0,0,1,0,1
160,2,78,Most Engaged,0,30,0,Midwest,5,87.5,-1,0,1,0.34052927259513066,1,0.45081653947165473,0.9227033816892992,-4.452452043396303,-1.0827560032583867,3,2,2,1,1,6,7,0,1,0,0,1,0
160,2,78,Most Engaged,0,30,0,Midwest,5,87.5,-1,0,1,-0.21762945062302325,2,0.466786979657267,1.6695415869720311,-2.410660376111201,-0.2771896558730873,6,4,1,2,3,7,7,1,0,0,0,1,1
161,2,119,Most Concerned,1,32,1,Midwest,5,32.5,2,1,0,0.149838114426415,1,0.4846909551736827,0.9227033816892992,1.81947875508108,0.5623896681066227,5,4,3,4,3,6,7,1,0,0,0,1,0
161,2,119,Most Concerned,1,32,1,Midwest,5,32.5,2,1,0,0.3060661825613865,2,0.49552239179657687,1.6695415869720311,1.738602314892169,0.6825887029048922,5,4,3,4,3,7,7,1,0,0,0,1,1
162,0,83,Most Concerned,0,35,0,Midwest,5,87.5,1,1,0,0.3979443718326217,1,0.5192098533261715,1.6492795615012592,1.9046564400549733,0.5256690341598647,6,4,4,3,3,7,7,1,0,1,0,0,0
162,0,83,Most Concerned,0,35,0,Midwest,5,87.5,1,1,0,0.4186412665362596,2,0.323209445270496,1.6695415869720311,0.7017444683813342,0.6988294023541558,6,4,3,3,3,7,7,1,0,1,0,0,1
163,1,51,Most Concerned,1,23,0,West,3,125,2,1,0,-0.2997323883184735,1,0.003917642063700883,0.9227033816892992,0.8411075507476757,0.30134336796579025,5,4,3,3,3,6,7,1,0,0,1,0,0
163,1,51,Most Concerned,1,23,0,West,3,125,2,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1
164,2,63,Most Engaged,1,35,0,South,6,62.5,2,1,0,0.8600753839790594,1,0.6430356188987381,1.6492795615012592,1.7463934963034413,-0.03862928803970337,7,3,4,4,2,7,7,0,0,0,0,1,0
164,2,63,Most Engaged,1,35,0,South,6,62.5,2,1,0,0.49915422659232256,2,0.37145664831579606,0.9949499336364073,0.6416361910192022,-0.2990541598230502,6,3,4,3,2,7,6,0,0,0,0,1,1
165,2,86,Most Concerned,1,38,0,South,2,32.5,2,1,0,0.16065303178898288,1,0.03562129395063519,0.21784312256050406,1.9046564400549733,0.58533308041827,6,4,4,3,3,6,6,1,0,0,0,1,0
165,2,86,Most Concerned,1,38,0,South,2,32.5,2,1,0,0.16711121556453426,2,0.2340822139746834,1.6695415869720311,1.7395179673721841,0.4978752020584422,6,4,4,3,3,7,7,1,0,0,0,1,1
166,2,31,Most Concerned,1,36,0,Midwest,5,87.5,-1,0,1,0.028594415300491633,1,0.09877769302579369,1.6492795615012592,-0.22244133855962184,0.1363290836106314,5,4,2,3,3,7,7,1,0,0,0,1,0
166,2,31,Most Concerned,1,36,0,Midwest,5,87.5,-1,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
167,2,28,Most Concerned,1,29,1,Midwest,6,62.5,2,1,0,-0.3718925706351886,1,0.11163007919600793,0.21784312256050406,-0.22244133855962184,0.3741272752486662,6,4,2,3,3,6,6,1,0,0,0,1,0
167,2,28,Most Concerned,1,29,1,Midwest,6,62.5,2,1,0,0.2267869320243708,2,0.4962304255371204,1.6695415869720311,-0.3360290306095159,0.5809258460912583,7,4,2,3,3,7,7,1,0,0,0,1,1
168,0,97,Doubtful and Dismissive,0,60,1,West,5,32.5,-2,0,1,0.3865699237535489,1,0.16753705144119277,-5.507902633202517,-6.652635080788536,-1.7964038333507515,2,1,1,1,1,2,2,0,1,1,0,0,0
168,0,97,Doubtful and Dismissive,0,60,1,West,5,32.5,-2,0,1,0.15013088381073308,2,-0.10063841416744286,-5.802841773825799,-6.741163551680982,-1.7146319838553217,2,1,1,1,1,1,2,0,1,1,0,0,1
169,0,35,Most Concerned,0,35,0,South,5,87.5,2,1,0,-0.29732243161342564,1,0.5025698067978054,1.6492795615012592,0.8411075507476757,0.5232712113736447,6,4,3,3,3,7,7,1,0,1,0,0,0
169,0,35,Most Concerned,0,35,0,South,5,87.5,2,1,0,0.2436563487411134,2,0.17803123512038485,1.6695415869720311,0.6416361910192022,0.6090670380490334,6,3,4,3,3,7,7,1,0,1,0,0,1
170,0,88,Most Concerned,0,45,1,West,2,32.5,2,1,0,0.3207934161039943,1,0.6015186972132104,1.6492795615012592,1.9046564400549733,0.7922269651231223,6,4,4,3,3,7,7,1,0,1,0,0,0
170,0,88,Most Concerned,0,45,1,West,2,32.5,2,1,0,0.14769462186461044,2,0.3708664186601232,1.6695415869720311,1.7395179673721841,0.8011992914306413,6,4,4,3,3,7,7,1,0,1,0,0,1
171,0,100,Doubtful and Dismissive,0,37,0,West,5,62.5,NA,NA,NA,-0.08620677246739546,1,-0.6593340776608663,-2.6450297553210063,-6.652635080788536,-1.3550488513470424,4,1,1,1,2,4,4,0,0,1,0,0,0
171,0,100,Doubtful and Dismissive,0,37,0,West,5,62.5,NA,NA,NA,-0.30380849338339816,2,-0.6106701773989753,-6.477433427161423,-6.741163551680982,-1.6031029564944062,4,1,1,1,2,1,1,0,0,1,0,0,1
172,0,130,Most Concerned,0,35,0,West,3,32.5,2,1,0,0.13168989380272997,1,0.05376593872280853,1.6492795615012592,1.9046564400549733,0.4368163905054454,6,4,4,3,3,7,7,1,0,1,0,0,0
172,0,130,Most Concerned,0,35,0,West,3,32.5,2,1,0,-0.13372477226460053,2,0.40696445342894566,1.6695415869720311,2.776375813883019,0.5319121985152739,6,4,4,4,3,7,7,1,0,1,0,0,1
173,0,116,Most Concerned,0,28,0,South,2,12.5,2,1,0,0.4704212072473869,1,0.4066940768859391,1.6492795615012592,1.9046564400549733,0.7711462094771167,5,4,4,3,3,7,7,1,0,1,0,0,0
173,0,116,Most Concerned,0,28,0,South,2,12.5,2,1,0,0.6178810476332,2,0.5115521381633253,1.6695415869720311,1.7395179673721841,0.8909616557357637,6,4,4,3,3,7,7,1,0,1,0,0,1
174,2,14,Most Engaged,1,32,0,West,5,62.5,-2,0,1,1.1430383605262822,1,0.16811244096421377,0.9227033816892992,-1.2859902278669193,-0.5064631648356007,6,4,1,3,3,6,7,1,0,0,0,1,0
174,2,14,Most Engaged,1,32,0,West,5,62.5,-2,0,1,0.9247231604867797,2,0.20671814551536108,0.9949499336364073,-1.373802529600366,0.11509192464721278,6,4,1,3,3,7,6,1,0,0,0,1,1
175,2,5,Most Engaged,0,35,0,South,5,32.5,1,1,0,0.8665627865958135,1,0.516841773316317,1.6492795615012592,0.6828446069961438,-0.10354438079261975,6,3,3,4,3,7,7,1,0,0,0,1,0
175,2,5,Most Engaged,0,35,0,South,5,32.5,1,1,0,1.0185264599525106,2,0.440862603625315,0.9863040712854125,1.738602314892169,-0.26094895642382365,7,4,3,4,3,6,7,1,0,0,0,1,1
176,2,45,Most Engaged,1,31,0,Midwest,5,62.5,-2,0,1,0.48859830592774883,1,-0.04497296082207722,-0.48701713656829093,-3.5592585240367915,-0.5238186071503231,5,2,1,3,1,6,5,0,1,0,0,1,0
176,2,45,Most Engaged,1,31,0,Midwest,5,62.5,-2,0,1,0.14923035498648365,2,-0.4126173276528958,-1.7207084044080774,-2.470768653473333,-0.4814200335552461,4,3,2,2,1,5,4,0,1,0,0,1,1
177,2,115,Most Concerned,1,35,1,South,3,32.5,0,0,0,-0.023186093485376598,1,0.42087273597454955,1.6492795615012592,0.8411075507476757,0.8810796087775415,6,4,3,3,3,7,7,1,0,0,0,1,0
177,2,115,Most Concerned,1,35,1,South,3,32.5,0,0,0,0.3407224594739022,2,0.532835346040721,1.6695415869720311,0.7017444683813342,0.8909616557357637,6,4,3,3,3,7,7,1,0,0,0,1,1
178,2,64,Most Concerned,1,38,0,South,3,12.5,1,1,0,0.38366657060739623,1,0.4575262290122789,-1.9401694961922111,2.8830276443883776,0.9021603644235473,7,4,4,4,3,4,5,1,0,0,0,1,0
178,2,64,Most Concerned,1,38,0,South,3,12.5,1,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
179,2,69,Most Engaged,1,31,0,South,5,62.5,0,0,0,0.559146143015385,1,0.7224184392494506,0.9444193023724641,1.81947875508108,0.33019518738258885,4,4,3,4,3,7,6,1,0,0,0,1,0
179,2,69,Most Engaged,1,31,0,South,5,62.5,0,0,0,0.6485413359491299,2,0.5801797620196956,0.9949499336364073,2.776375813883019,0.36450514343541573,4,4,4,4,3,7,6,1,0,0,0,1,1
180,1,108,Doubtful and Dismissive,1,46,1,South,5,87.5,2,1,0,-0.7431287352295923,1,-0.7310648438526927,-1.213593316380251,-3.3158178953113664,-1.2984364169382911,4,3,2,1,3,5,5,1,0,0,1,0,0
180,1,108,Doubtful and Dismissive,1,46,1,South,5,87.5,2,1,0,-0.5487342224999887,2,-0.7613078046005705,-1.0461167510724536,-4.60550827633715,-1.423884743186599,4,2,2,1,2,5,5,0,0,0,1,0,1
181,2,97,Most Engaged,0,32,0,West,5,32.5,1,1,0,0.35178436463923307,1,-0.30159281801661675,-1.961885416875376,-4.452452043396303,-0.4478325693421141,2,2,2,1,3,3,6,1,0,0,0,1,0
181,2,97,Most Engaged,0,32,0,West,5,32.5,1,1,0,-0.3729795558941123,2,-0.561195356436516,-0.36287923538583505,-4.666532206179297,-0.07647677950784444,6,1,2,2,3,6,5,1,0,0,0,1,1
182,1,42,Most Engaged,1,31,0,West,5,62.5,-2,0,1,0.138221871894663,1,-0.12595795026574708,0.21784312256050406,-0.2955265973372605,-0.5108885769765948,4,3,3,3,2,6,6,0,0,0,1,0,0
182,1,42,Most Engaged,1,31,0,West,5,62.5,-2,0,1,0.28377608548489,2,0.11414129321881071,0.31171241794978877,-0.39613730797164787,-0.35567373510892475,6,3,3,3,3,6,6,1,0,0,1,0,1
183,0,130,Most Concerned,0,45,0,Northeast,2,32.5,2,1,0,-0.5343205125035161,1,-0.4631494327867673,1.6492795615012592,1.81947875508108,0.9910130080779666,7,4,3,4,3,7,7,1,0,1,0,0,0
183,0,130,Most Concerned,0,45,0,Northeast,2,32.5,2,1,0,-0.7107959723565997,2,-0.6861213872789017,0.31171241794978877,1.7395179673721841,0.9969647194901499,7,4,4,3,3,6,6,1,0,1,0,0,1
184,1,130,Most Concerned,1,40,0,South,2,12.5,NA,NA,NA,0.06644150662993475,1,-0.2524956364810325,0.21784312256050406,-2.3374466909779623,-0.257638238768165,6,3,2,2,2,6,6,0,0,0,1,0,0
184,1,130,Most Concerned,1,40,0,South,2,12.5,NA,NA,NA,-0.05922630308899144,2,-0.1281064439755222,-2.4039459200946958,-4.60550827633715,-0.6249501989375119,5,2,2,1,2,4,4,0,0,0,1,0,1
185,0,54,Most Engaged,0,30,0,South,5,62.5,-2,0,1,0.4647398255966727,1,0.17788625154608692,-1.213593316380251,-0.307619023533515,-0.46144485828809223,6,4,1,4,2,5,5,0,0,1,0,0,0
185,0,54,Most Engaged,0,30,0,South,5,62.5,-2,0,1,0.37379857083216056,2,-0.15138415511901443,-0.36287923538583505,0.7017444683813342,-0.3969860010646135,7,4,3,3,1,6,5,0,1,1,0,0,1
186,2,77,Most Concerned,1,26,0,South,2,12.5,1,1,0,0.49527882029578096,1,0.5383507996000435,1.6492795615012592,1.81947875508108,0.9021603644235473,7,4,3,4,3,7,7,1,0,0,0,1,0
186,2,77,Most Concerned,1,26,0,South,2,12.5,1,1,0,0.19954540344405172,2,0.5498192221413577,1.6695415869720311,1.738602314892169,0.8011992914306413,6,4,3,4,3,7,7,1,0,0,0,1,1
187,0,168,Most Concerned,0,36,0,West,5,62.5,2,1,0,-0.29730899921422005,1,-0.32021903450710243,-1.213593316380251,1.9046564400549733,0.5110747354618577,6,4,4,3,3,5,5,1,0,1,0,0,0
